tconst,primaryTitle,originalTitle,isAdult,releaseYear,runtimeMinutes,genres,averageRating,numVotes,nudity,violence,profanity,alcohol,frightening,actors,countriesOfOrigin,productionCompanies,budget,grossWorldwide
tt28145495,Uruttu Tech,Uruttu Tech,0,2023.0,66.0,Comedy,9.8,9940,None,Moderate,Mild,None,None,,India,,,
tt16747572,The Silence of Swastika,The Silence of Swastika,0,2021.0,56.0,"Documentary,History",9.4,10478,None,None,None,,,Suzanne Bernert,India,AKTK Media,,
tt0111161,The Shawshank Redemption,The Shawshank Redemption,0,1994.0,142.0,Drama,9.3,2837594,Mild,Moderate,Severe,Mild,Moderate,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, Mark Rolston, James Whitmore, Jeffrey DeMunn, Larry Brandenburg, Neil Giuntoli, Brian Libby, David Proval, Joseph Ragno, Jude Ciccolella, Paul McCrane, Renee Blaine, Scott Mann",United States,Castle Rock Entertainment,22850000.0,26400630.424
tt0068646,The Godfather,The Godfather,0,1972.0,175.0,"Crime,Drama",9.2,1977616,Moderate,Severe,Moderate,Mild,Moderate,"Marlon Brando, Al Pacino, James Caan, Diane Keaton, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Abe Vigoda, Talia Shire, Gianni Russo, John Cazale, Rudy Bond, Al Martino, Morgana King, Lenny Montana",United States,"Paramount Pictures, Albert S. Ruddy Productions, Alfran Productions",5484000.0,228812419.824
tt6915770,Starfish,Starfish,0,2023.0,121.0,"Drama,Romance,Thriller",9.2,15564,,,,,,"Khushali Kumar, Milind Soman, Tusharr Khanna, Ehan Bhat, Mike Parish, Jagat Rawat, Nikhat Khan, Pawan Shankar, Marc Cabourdin, Sambhav Jain, Catalin Bindiu, Maxime Durand","India, United States","Almighty Motion Picture, T-Series",,
tt23849204,12th Fail,12th Fail,0,2023.0,147.0,"Biography,Drama",9.2,22654,None,None,None,Mild,None,"Vikrant Massey, Medha Shankar, Joshi Anantvijay, Anshuman Pushkar, Geeta Agrawal Sharma, Harish Khanna, Sarita Joshi, Priyanshu Chatterjee, Vikas Divyakirti, Abhishek Sengupta, Triaksh Chhabra, Darius Chinoy, Vijay Kumar Dogra, Fasi Khan, Sam Mohan, Rahul Dev Shetty, Suraj Naagar, Sanjay Bishnoi",India,"Vinod Chopra Films, Zee Studios",,126395.232
tt0252487,The Chaos Class,Hababam Sinifi,0,1975.0,87.0,"Comedy,Drama",9.2,42526,None,Mild,Moderate,Moderate,None,"Kemal Sunal, Münir Özkul, Halit Akçatepe, Tarik Akan, Adile Nasit, Sitki Akçatepe, Kerem Aridogan, Ahmet Ariman, Ertugrul Bilda, Kemal Ergüvenç, Aysen Gruda, Cem Gürdap, Muharrem Gürses, Bülent Haksever, Bülent Igdiroglu, Hayri Karabey, Hakki Karadayi, Hüseyin Kasif",Turkey,Arzu Film,,
tt0259534,Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,0,1993.0,135.0,"Action,Adventure,Animation",9.2,13555,None,Mild,None,None,Mild,"Arun Govil, Nikhil Kapoor, Edie Mirman, Rael Padamsee, Namrata Sawhney, Uday Mathan, Shatrughan Sinha, Jinder Walia, Amrish Puri, Mishal Varma, Noel Godin, Shakti Singh, Dilip Sinha, Madhulika Varma, Mari Devon, Pearl Padamsee, Barbara Goodson, Shagufta Jaffrey","India, Japan","Nippon Ramayana Film Co., TEM",,
tt2592910,CM101MMXI Fundamentals,CM101MMXI Fundamentals,0,2013.0,139.0,"Comedy,Documentary",9.1,47006,None,None,Severe,Mild,None,Cem Yilmaz,Turkey,CMYLMZ Fikirsanat,,19123504.094
tt0249795,Mayabazar,Maya Bazaar,0,1957.0,192.0,"Comedy,Drama",9.1,5646,Mild,Mild,None,None,Moderate,"N.T. Rama Rao, S.V. Ranga Rao, Savitri, Gemini Ganesan, Akkineni Nageswara Rao, Rushyendramani, Seeta Rama Anjaneyulu Chilakalapudi, M.N. Nambiar, K.A. Thangavelu, Relangi Venkatramaiah, Balasubramaniam D., Gummadi, Sandhya, Chhayadevi, Suryakantham, Nagabhushanam, Ramana Reddy, Mukkamala",India,Vijaya Pictures,,
tt0353975,Sandesham,Sandesham,0,1991.0,138.0,"Comedy,Drama",9.0,4945,None,Mild,,Mild,,"Sreenivasan, Jayaram, Thilakan, Maathu, Kaviyoor Ponnamma, Rahul Lakshman, Siddique, Oduvil Unnikrishnan, Mala Aravindan, K.P.A.C. Lalitha, Mammukoya, Sankaradi, Innocent Vareed Thekkethala, Bobby Kottarakkara, T.P. Madhavan, T.R. Omana, Byon, Kalabhavan Haneef",India,,,
tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003.0,201.0,"Action,Adventure,Drama",9.0,1943381,None,Moderate,None,Mild,Moderate,"Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom, Noel Appleby, Ali Astin, Sean Astin, David Aston, John Bach, Sean Bean, Cate Blanchett, Billy Boyd, Sadwyn Brophy, Alistair Browning, Marton Csokas, Richard Edge, Jason Fitch, Bernard Hill","New Zealand, United States","New Line Cinema, WingNut Films, The Saul Zaentz Company",85916000.0,1056761480.52
tt0108052,Schindler's List,Schindler's List,0,1993.0,195.0,"Biography,Drama,History",9.0,1425836,Severe,Severe,Moderate,Moderate,Severe,"Liam Neeson, Ralph Fiennes, Ben Kingsley, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser, Adi Nitzan, Michael Schneider, Miri Fabian",United States,"Universal Pictures, Amblin Entertainment",20108000.0,294455377.93
tt5510934,The Unnamed,Oggatonama,0,2016.0,100.0,Drama,9.0,5720,,,,,,"Shahiduzzaman Selim, Ashraful Tushar, Mosharraf Karim, Nipun, Fazlur Rahman Babu, Abul Hayat, Shatabdi Wadud, Shahed Sharif Khan, Shahed Ali, Ziaul Hasan Kislu, Rounok Shahriar Aayat, Apon, Iqbal Babu, Nazmul Huda Bachchu, Ranojit Chakraborty, Momena Chowdhury, Shafiq Khan Dilu, Pronob Ghosh",Bangladesh,Impress Telefilm,,
tt0468569,The Dark Knight,The Dark Knight,0,2008.0,152.0,"Action,Crime,Drama",9.0,2819005,None,Moderate,Mild,Mild,Severe,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy, Chin Han, Nestor Carbonell, Eric Roberts, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto","United States, United Kingdom","Warner Bros., Legendary Entertainment, Syncopy",169090000.0,940749258.358
tt0071562,The Godfather Part II,The Godfather Part II,0,1974.0,202.0,"Crime,Drama",9.0,1342179,Mild,Severe,Moderate,Mild,Moderate,"Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton, John Cazale, Talia Shire, Lee Strasberg, Michael V. Gazzo, G.D. Spradlin, Richard Bright, Gastone Moschin, Tom Rosqui, Bruno Kirby, Frank Sivero, Francesca De Sapio, Morgana King, Marianna Hill, Leopoldo Trieste",United States,"Paramount Pictures, The Coppola Company, American Zoetrope",11882000.0,43837193.966
tt5773402,Dominion,Dominion,0,2018.0,120.0,"Documentary,Horror",9.0,4281,Moderate,Severe,Severe,None,Severe,"Joaquin Phoenix, Rooney Mara, Sia, Sadie Sink, Katherine von Drachenberg, Chris Delforce",Australia,,,
tt5354160,Mirror Game,Aynabaji,0,2016.0,147.0,"Crime,Mystery,Thriller",9.0,29278,None,None,Mild,Mild,Moderate,"Chanchal Chowdhury, Masuma Rahman Nabila, Partha Barua, Lutfur Rahman George, Syed Gaosul Alam Shaon, Brindabon Das, Bijori Barkatullah, Amitabh Reza Chowdhury, Heera Chowdhury, Sheikh Mahim Edward, Mohammed Faysal, Samiul Hafiz, Md Mahedi Hasan, Arafat Hossain, Kamrul Hossain, Amjad Hossen, Litan Molla, Shohel Mondol",Bangladesh,"Content Matters, Half Stop Down",,
tt0050083,12 Angry Men,12 Angry Men,0,1957.0,96.0,"Crime,Drama",9.0,846926,None,None,None,Mild,Mild,"Henry Fonda, Lee J. Cobb, Martin Balsam, John Fiedler, E.G. Marshall, Jack Klugman, Edward Binns, Jack Warden, Joseph Sweeney, Ed Begley, George Voskovec, Robert Webber, Rudy Bond, Tom Gorman, James Kelly, Billy Nelson, John Savoca, Walter Stocker",United States,Orion-Nova Productions,319900.0,872.87
tt5275892,O.J.: Made in America,O.J.: Made in America,0,2016.0,467.0,"Biography,Crime,Documentary",8.9,21075,Mild,Severe,Moderate,Moderate,Severe,"Kareem Abdul-Jabbar, Mike Albanese, Muhammad Ali, Marcus Allen, Bea Arthur, F. Lee Bailey, Danny Bakewell, Paula Barbieri, Rona Barrett, Joe Bell, Carrie Bess, Tom Bradley, Nicole Brown Simpson, Jim Brown, Tanya Brown, Marcia Clark, Johnnie L. Cochran Jr., Howard Cosell",United States,"ESPN Films, Laylow Films",,
tt0237376,Kireedam,Kireedam,0,1989.0,124.0,"Action,Drama",8.9,8310,,,,,,"Mohanlal, Thilakan, Kaviyoor Ponnamma, Parvathi, Sankaradi, Murali, Jagathy Sreekumar, Maniyanpilla Raju, Keerikkadan Jose, Mammukoya, Jagadish, Oduvil Unnikrishnan, Usha, Yadu Krishnan, Cochin Hanifa, Johny",India,Kripa Films,,165434.91400000002
tt0252488,The Chaos Class Failed the Class,Hababam Sinifi Sinifta Kaldi,0,1975.0,95.0,Comedy,8.9,24375,,,,,,"Kemal Sunal, Münir Özkul, Semra Özdamar, Adile Nasit, Halit Akçatepe, Sener Sen, Tarik Akan, Ahmet Ariman, Cem Gürdap, Muharrem Gürses, Bülent Igdiroglu, Cengiz Nezir, Feridun Savli, Sitki Akçatepe, Teoman Ayik, Ergin Orbey, Ertugrul Bilda, Talat Dumanli",Turkey,Arzu Film,,
tt16492678,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,Kimetsu no Yaiba: Tsuzumi Yashiki Hen,0,2021.0,87.0,"Action,Animation,Fantasy",8.9,23788,,,,,,,Japan,,,61565.212
tt0110912,Pulp Fiction,Pulp Fiction,0,1994.0,154.0,"Crime,Drama",8.9,2177029,Moderate,Severe,Severe,Severe,Moderate,"John Travolta, Uma Thurman, Samuel L. Jackson, Bruce Willis, Tim Roth, Amanda Plummer, Laura Lovelace, Phil LaMarr, Frank Whaley, Burr Steers, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Jerome Patrick Hoban, Michael Gilden, Gary Shorelle",United States,"Miramax, A Band Apart, Jersey Films",7312000.0,195530888.468
tt28526239,Spark: L.I.F.E.,Spark: L.I.F.E.,0,2023.0,170.0,"Action,Romance,Thriller",8.9,4124,,,,,,"Vikranth Reddy, Mehreen Pirzada, Rukshar Dhillon, Guru Somasundaram, Nassar, Vennela Kishore, Suhasini, Satya, Brahmaji, Srikanth Iyengar, Anish Kuruvilla, Raja Ravindra, Kiran Ayyangar, Chammak Chandra, Abhinav Gomatam, Annapoorna, Sayaji Shinde, Raghu Kumar Karumanchi",India,Deaf frog productions,,
tt0253828,Tosun Pasa,Tosun Pasa,0,1976.0,90.0,Comedy,8.9,24335,None,Mild,Mild,None,Mild,"Kemal Sunal, Müjde Ar, Adile Nasit, Sener Sen, Aysen Gruda, Ergin Orbey, Ihsan Bilsev, Zihni Göktay, Tuncay Gürel, Günfer Feray, Oya Aydonat, Filiz Toprak, Mete Sezer, Bilge Zobu, Oktar Durukan, Akil Öztuna, Sitki Akçatepe, Nevin Güler",Turkey,Arzu Film,,
tt0120737,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001.0,178.0,"Action,Adventure,Drama",8.9,1970443,None,Moderate,None,Mild,Moderate,"Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean, Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Billy Boyd, Andy Serkis, Marton Csokas, Viggo Mortensen, Megan Edwards, Michael Elsworth, Cate Blanchett, Mark Ferguson, Ian Holm, Christopher Lee","New Zealand, United States","New Line Cinema, WingNut Films, Marzano Films",85002000.0,807434771.2440001
tt3189256,Om,Om,0,1995.0,150.0,"Action,Crime,Drama",8.9,3850,Mild,Moderate,None,Severe,Mild,"Shivarajkumar, Prema, Sadhu Kokila, G.V. Shivanand, Honnavalli Krishna, Harish Rai, Kote Prabhakar, V. Manohar, Mysore Anand, Shankanada Aravind, Dayanand, Gopal, Jedarahalli Krishnappa, Michael Madhu, Bekkina Kannu Rajendra, Vijaya Sarathi, Upasane Seetharam, Srishanthi",India,Poornima Enterprises,,
tt0075143,The Message,Al-risâlah,0,1976.0,207.0,"Action,Adventure,Biography",8.9,10284,None,Mild,None,None,Mild,"Abdallah Gheith, Mona Wassef, Hamdy Gheith, Ali Achmed Taram, Ahmed Marei, Mohamed Larbi, Ronald Chenery, Michael Godfrey, Mohammed Tawfik, Habib Ageli, George Camiller, Mounir Maasri, Bruno Barnabe, John Humphry, John Bennet, Mohamed Wafik, André Morell, Rosalie Crutchley","Libya, Morocco, Egypt, Saudi Arabia",Filmco International Productions,,
tt11989890,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet,0,2020.0,83.0,"Biography,Documentary",8.9,34127,None,None,None,None,Mild,"David Attenborough, Max Hughes",United Kingdom,"Altitude Film Entertainment, Silverback Films, World Wildlife Fund",,573269.0260000001
tt17592606,Daman,DAMaN,0,2022.0,121.0,"Adventure,Drama",8.9,13513,,,,,,"Karan Kandhapan, Babushan Mohanty, Dipanwit Dashmohapatra, Manaswani Takri, Sriharsa Purohit, Ashok Tripathy, Karan Kadam, Damaru, Abhay Behera, Prasanna Kumar, Devika Priyadarshini, Sudam Bisoi, Deepak, Sameer Mohapatra, Bijay Patra, Mirmay Sarkar, Jitendra Mohan Sahu, Swati Sathpathy",India,JP Motion Pictures,,
tt29301456,Farrey,Farrey,0,2023.0,130.0,"Crime,Drama,Thriller",8.8,5769,,,,,,"Arsh Wahi, Alizeh Agnihotri, Juhi Babbar, Prasanna Bisht, Saxon Cook, Lavishka Gupta, Sahil Mehta, Mr Ishan Jack, Pooja Rawat, Ronit Roy, Himanshu Sharma, Zeyn Shaw, Sabrina Chowdhury Tithi",India,"Picture Works Australia, Reel Life Production, Salman Khan Films",,
tt0060196,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",0,1966.0,161.0,"Adventure,Western",8.8,798939,None,Moderate,Mild,Mild,Moderate,"Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli, Rada Rassimov, Enzo Petito, Claudio Scarchilli, John Bartha, Livio Lorenzon, Antonio Casale, Sandro Scarchilli, Benito Stefanelli, Angelo Novi, Antonio Casas, Aldo Sambrell, Al Mulock, Sergio Mendizábal","Italy, Spain, West Germany","Produzioni Europee Associate (PEA), Arturo González Producciones Cinematográficas, Constantin Film",1096800.0,23082052.718
tt1375666,Inception,Inception,0,2010.0,148.0,"Action,Adventure,Sci-Fi",8.8,2502064,None,Moderate,Mild,Mild,Moderate,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Ken Watanabe, Tom Hardy, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas, Tai-Li Lee, Claire Geare, Magnus Nolan, Taylor Geare, Johnathan Geare, Tohoru Masamune","United States, United Kingdom","Warner Bros., Legendary Entertainment, Syncopy",146240000.0,766873995.82
tt0253779,Süt Kardesler,Süt Kardesler,0,1976.0,80.0,"Comedy,Family,Mystery",8.8,20896,,,,,,"Kemal Sunal, Sener Sen, Halit Akçatepe, Hale Soygazi, Adile Nasit, Aysen Gruda, Ali Sen, Yasemin Esmergül, Jale Altug, Tayfun Akalin, Taci Ersan, Hayri Esen, Enis Fosforoglu, Cengiz Nezir, Ergin Orbey, Ata Saka, Türker Tekin, Murat Tok",Turkey,Arzu Film,,
tt0095657,The Moromete Family,Morometii,0,1987.0,142.0,Drama,8.8,4169,,,,,,"Victor Rebengiuc, Luminita Gheorghiu, Gina Patrichi, Dorel Visan, Mitica Popescu, Petrica Gheorghiu, Florin Zamfirescu, Viorica Geanta Chelbea, Emilia Popescu, Radu Amzulescu, Constantin Chiriac, Ionel Mihailescu, Marius Badea, Cristina Tacoi, Teodora Mares, Ilie Gheorghe, Dan Badarau, Cornel Popescu",Romania,,,
tt0086935,Balkan Spy,Balkanski spijun,0,1984.0,95.0,"Comedy,Drama",8.8,12231,None,Moderate,Severe,Mild,Mild,"Danilo 'Bata' Stojkovic, Bora Todorovic, Mira Banjac, Sonja Savic, Zvonko Lepetic, Velimir 'Bata' Zivojinovic, Predrag Lakovic, Branka Petric, Milivoje 'Mica' Tomic, Milan Strljic, Milan 'Caci' Mihailovic, Vladan Zivkovic, Ljiljana Jovanovic, Zoran Ratkovic, Dragoljub Petrovic, Tomislav Pejcic, Milorad Novakovic, Ratko Novakovic",Yugoslavia,Union Film,,
tt0055233,The Human Condition III: A Soldier's Prayer,Ningen no jôken,0,1961.0,190.0,"Drama,History,War",8.8,7107,Mild,Moderate,Mild,None,Moderate,"Tatsuya Nakadai, Michiyo Aratama, Tamao Nakamura, Yûsuke Kawazu, Chishû Ryû, Taketoshi Naitô, Kyôko Kishida, Reiko Hitomi, Keijirô Morozumi, Kôji Kiyomura, Nobuo Kaneko, Fujio Suga, Tatsuya Ishiguro, Kazuo Kitamura, Toshio Takahara, Akira Yamanouchi, Hiroshi Nihon'yanagi, Kôichi Hayashi",Japan,"Toho Company, Bungei Production Ninjin Club, Shochiku",,
tt7391996,C/o Kancharapalem,C/o Kancharapalem,0,2018.0,152.0,Drama,8.8,7772,Mild,,,,,"Radha Bessy, Subba Rao Vepada, Praneeta Patnaik, Karthik Rathnam, Praveena Paruchuri, Mohan Bhagat, Nithyasree Goru, Kesava Karri, Appa Rao Adari, Janakiramayya Adari, Ramesh Aditya, Mohan Alla, Akula Anil, Apparao, Brahmanandam Atta, Kumar Avinash, Ammoru Babu, Sravani Bessy",India,"Maha Sithralu, Paruchuri Vijaya Praveena Arts, Suresh Productions",,
tt0137523,Fight Club,Fight Club,0,1999.0,139.0,Drama,8.8,2273229,Moderate,Severe,Severe,Moderate,Severe,"Brad Pitt, Edward Norton, Meat Loaf, Zach Grenier, Richmond Arquette, David Andrews, George Maguire, Eugenie Bondurant, Christina Cabot, Helena Bonham Carter, Sydney 'Big Dawg' Colston, Rachel Singer, Christie Cronenweth, Tim DeZarn, Ezra Buzzington, Dierdre Downing-Jackson, Bob Stephenson, Charlie Dell","Germany, United States","Fox 2000 Pictures, New Regency Productions, Linson Films",57582000.0,92505667.628
tt0214915,Manichithrathazhu,Manichitrathazhu,0,1993.0,169.0,"Comedy,Horror,Mystery",8.8,11899,,,,,,"Shobana, Mohanlal, Suresh Gopi, Vinaya Prasad, Nedumudi Venu, Innocent Vareed Thekkethala, K.P.A.C. Lalitha, Sudheesh, Thilakan, Ganesh Kumar, Rudra, Kuthiravattam Pappu, Sridhar, Bhagyalakshmi, Durga Sundararajan, Fazil",India,Swargachitra,,
tt0311594,Nuvvu Naaku Nachchav,Nuvvu Naaku Nachchav,0,2001.0,184.0,"Comedy,Romance",8.8,5362,Mild,None,None,Mild,Mild,"Venkatesh Daggubati, Aarthi Agarwal, Suhasini, Ananth, Babu Mohan, Joy Badlani, Tanikella Bharani, Brahmanandam, Sabyasachi Chakrabarty, Chandramohan, Kallu Chidambaram, Vajja Venkata Giridhar, Hema, Mallikharjunarao, Melkote, M.S. Narayana, Pruthvi, Prakash Raj",India,Sri Sravanthi Movies,,
tt6679360,On vam ne Dimon,On vam ne Dimon,0,2017.0,50.0,Documentary,8.8,3937,,,,,,"Georgy Alburov, Dmitry Medvedev, Alexei Navalny, Alisher Usmanov",Russia,Fond Borby S Korruptsiyey,,
tt1754109,Les Misérables in Concert: The 25th Anniversary,Les Misérables in Concert: The 25th Anniversary,0,2010.0,178.0,"Drama,Musical",8.8,6377,Mild,Mild,Mild,Mild,Mild,"Alfie Boe, Norm Lewis, Matt Lucas, Jenny Galloway, Lea Salonga, Samantha Barks, Nick Jonas, Katie Hall, Ramin Karimloo, Earl Carpenter, Hadley Fraser, Jonathan Williams, Mike Sterling, Tom Pearce, Gerónimo Rauch, Nic Greenshields, Tony Whittle, Graham Gill",United Kingdom,"Cameron Mackintosh Ltd., Universal Pictures",,678191.6560000001
tt14888874,Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,Kimetsu no Yaiba: Natagumo Yama Hen,0,2020.0,138.0,"Action,Animation,Fantasy",8.8,15546,,,,,,,Japan,,,275774.822
tt5311546,Natsamrat,Natsamrat,0,2016.0,166.0,"Drama,Family",8.8,7088,None,,,,,"Nana Patekar, Medha Manjrekar, Mrunmayee Deshpande, Sunil Barve, Vikram Gokhale, Ajit Parab, Neha Pendse, Samir Chandra, Nilesh Divekar, Jitendra Joshi, Shridhar Limaye, Savita Malpekar, Sandeep Pathak, Pooja Sawant, Aniket Vishwasrao, Jaywant Wadkar",India,"Fincraft Media & Entertainment, Great Maratha Entertainment Company India",,578.562
tt0109830,Forrest Gump,Forrest Gump,0,1994.0,142.0,"Drama,Romance",8.8,2211984,Moderate,Moderate,Moderate,Moderate,Moderate,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Rebecca Williams, Michael Conner Humphreys, Harold G. Herthum, George Kelly, Bob Penny, John Randall, Sam Anderson, Margo Moorer, Ione M. Telech, Christine Seabrook, John Worsham, Peter Dobson, Siobhan Fallon Hogan, Alexander Zemeckis",United States,"Paramount Pictures, The Steve Tisch Company, Wendy Finerman Productions",50270000.0,619898989.01
tt0084302,The Marathon Family,Maratonci trce pocasni krug,0,1982.0,92.0,"Comedy,Drama",8.8,16754,Mild,Mild,Moderate,,Moderate,"Bogdan Diklic, Danilo 'Bata' Stojkovic, Pavle Vuisic, Mija Aleksic, Milivoje 'Mica' Tomic, Radislav Lazarevic, Zoran Radmilovic, Jelisaveta 'Seka' Sablic, Bora Todorovic, Melita Bihali, Fahro Konjhodzic, Veljko Mandic, Mihajlo 'Bata' Paskaljevic, Dragoljub Milosavljevic-Gula, Miroslav Jovanovic, Dragoslav Jovanovic, Milovan Tasic, Milan Janjic",Yugoslavia,Centar Film,,
tt2077886,The Phantom of the Opera at the Royal Albert Hall,The Phantom of the Opera at the Royal Albert Hall,0,2011.0,137.0,"Drama,Musical,Romance",8.8,9819,Mild,Mild,None,None,Moderate,"Ramin Karimloo, Sierra Boggess, Hadley Fraser, Wendy Ferguson, Barry James, Gareth Snook, Liz Robertson, Wynne Evans, Sergei Polunin, Daisy Maywood, Nick Holder, Earl Carpenter, Philip Griffiths, Simon Green, Stephen John Davis, Garðar Cortes, Heather Jackson, Ellen Jackson",United Kingdom,"The Really Useful Theatre Company, Steam Motion and Sound",,4068654.548
tt1621830,Monpura,Monpura,0,2009.0,136.0,"Crime,Drama,Musical",8.8,8993,,,,,,"Chanchal Chowdhury, Farhana Mili, Shirin Alam, Mohiuddin Bahar, Rocky Chowdury, Md Mahedi Hasan, Siam Howlader, Nawar Hussain, Fardin Kamal, Ahsanul Haq Minu, Mohammad Amir Mohsin, Mahtim Munna, Imran Nazim, Fazlur Rahman Babu, Arafatur Rahman, Mamunur Rashid, Md Nahidul Islam Riaz, Monir Khan Shimul",Bangladesh,Masranga Productions,,
tt7466810,777 Charlie,777 Charlie,0,2022.0,164.0,"Adventure,Comedy,Drama",8.8,38084,None,None,None,Mild,Mild,"Rakshit Shetty, Charlie, Sangeetha Sringeri, Raj B. Shetty, Bobby Simha, Danish Sait, Sharvari, Aniruddh Roy, Harini, Siddharth Bhat, Praanya P. Rao, Anirudh Mahesh, Gopalkrishna Deshpande, Abhijit Mahesh, Bengaluru Nagesh, Salman Ahmed, Dhanraj Shivkumar, Vijay Vikram Singh",India,Paramvah Studios,,6876931.430000001
tt0282778,Nadodikkattu,Nadodikkattu,0,1987.0,158.0,Comedy,8.8,5445,,,,,,"Mohanlal, Sreenivasan, Shobana, Thilakan, Innocent Vareed Thekkethala, Janardanan, Captain Raju, Mammukoya, Meena, Sankaradi, Johny, Kollam Ajith, Santha Devi, C.I. Paul, T.P. Madhavan, Bobby Kottarakkara, Kothuku Nanappan, Rajan Padoor",India,Casino Films,,
tt10534500,#Home,#Home,0,2021.0,158.0,"Drama,Family",8.8,14689,None,None,None,None,None,"Indrans, Sreenath Bhasi, Manju Pillai, Naslen, Kainakary Thankaraj, Johny Antony, Maniyanpilla Raju, Vijay Babu, Deepa Thomas, Srikant Murali, K.P.A.C. Lalitha, Anoop Menon, Aju Varghese, Dev Mohan, Pauly Valsan, Geethi Sangeetha, Linchu Joseph, Jianna Ros Rijin",India,Friday Film House,,
tt15964372,Aparajito,Aparajito,0,2022.0,138.0,"Biography,Drama,Family",8.8,5337,None,,,,,"Jeetu Kamal, Saayoni Ghosh, Debashis Roy, Paran Banerjee, Ritwick Purkait, Saunak Samanta, Anjana Basu, Anusha Viswanathan, Ayushmaan Mukherjee, Haro Kumar Gupta, Anusuya Majumdar, Barun Chanda, Samik Bandyopadhyay, Rohit Basfore, Rishav Basu, Sanjay Biswas, Mahul Brahma, Bimal Chakraborty",India,Friend's Communication,,16514.152000000002
tt0167261,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002.0,179.0,"Action,Adventure,Drama",8.8,1752188,None,Moderate,None,Mild,Moderate,"Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom, Bruce Allpress, Sean Astin, John Bach, Sala Baker, Cate Blanchett, Billy Boyd, Jed Brophy, Sam Comery, Brad Dourif, Calum Gittins, Bernard Hill, Bruce Hopkins, Paris Howe Strewe, Christopher Lee","New Zealand, United States","New Line Cinema, WingNut Films, The Saul Zaentz Company",85916000.0,867336176.946
tt10300570,Kadaisi Vivasayi,Kadaisi Vivasayi,0,2021.0,122.0,Drama,8.8,4817,None,None,None,None,None,"Nallandi, Vijay Sethupathi, Yogi Babu, Ravi Prakash, Raichal Rabecca",India,Tribal Arts,,5301.2
tt8042116,House Owner,House Owner,0,2019.0,109.0,Drama,8.8,6338,Mild,None,None,Mild,Moderate,"Kishore Kumar G., Sriranjani, Kishore Shanthi Dhinakaran, Lovelyn Chandrasekhar, Subbalakshmi, Kavithalaya Krishnan, Chetan, Murali Mohan",India,Monkey Creative Labs,,
tt0230597,A Northern Story of Valor,Oru Vadakkan Veeragatha,0,1989.0,168.0,"Drama,History",8.7,6107,,,,,,"Mammootty, Madhavi, Devan, Suresh Gopi, Balan K. Nair, Oduvil Unnikrishnan, Ramu, Tony, Soorya, Chitra, Sukumari, Captain Raju, V.K. Sriraman, Geetha, Kumari Joemol, Raghu, Johny, Vineeth Kumar",India,Grahalakshmi Productions,,
tt0090015,Shoah,Shoah,0,1985.0,566.0,"Documentary,History,War",8.7,10205,None,None,Mild,Mild,Severe,"Simon Srebnik, Michael Podchlebnik, Motke Zaïdl, Hanna Zaïdl, Jan Piwonski, Itzhak Dugin, Richard Glazar, Paula Biren, Helena Pietyra, Pan Filipowicz, Pan Falborski, Abraham Bomba, Czeslaw Borowi, Henrik Gawkowski, Rudolf Vrba, Inge Deutschkron, Franz Suchomel, Filip Müller",France,"Les Films Aleph, Historia, Ministère de la Culture de la Republique Française",,18439.95
