tconst,primaryTitle,originalTitle,isAdult,releaseYear,runtimeMinutes,genres,averageRating,numVotes,nudity,violence,profanity,alcohol,frightening,actors,countriesOfOrigin,productionCompanies,budget,grossWorldwide
tt0119116,The Fifth Element,Le cinquième élément,0,1997.0,126.0,"Action,Adventure,Sci-Fi",7.6,497967,Moderate,Mild,Mild,Mild,Mild,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm, Chris Tucker, Luke Perry, Brion James, Tom Lister Jr., Lee Evans, Charlie Creed-Miles, Tricky, John Neville, John Bluthal, Mathieu Kassovitz, Christopher Fairbank, Kim Chan, Richard Leaf, Julie T. Wallace","France, United Kingdom","Gaumont, Pinewood Studios",85002000.0,241223044.52
tt14859416,Burning Days,Kurak Günler,0,2022.0,129.0,"Drama,Thriller",7.6,11214,Mild,Moderate,Mild,Moderate,Moderate,"Selahattin Pasali, Ekin Koç, Erol Babaoglu, Erdem Senocak, Selin Yeninci, Sinan Demirer, Nizam Namidar, Ali Seçkiner Alici, Eylül Ersöz, Onur Gürçay, Mehmet Kervanci, Hatice Aslan, Gönenç Acaroglu, Emin Alper, Salih Aydin, Tuncay Demiras, Mustafa Elma, Enver Husrevoglu","Turkey, France, Germany, Netherlands, Greece, Croatia","Ay Yapim, Liman Film, Zola Yapim",,1731258.584
tt0466561,The Border Post,Karaula,0,2006.0,94.0,"Comedy,Drama",7.6,6580,Moderate,Moderate,,Moderate,Mild,"Toni Gojanovic, Sergej Trifunovic, Emir Hadzihafizbegovic, Verica Nedeska, Bogdan Diklic, Miodrag Fisekovic, Franjo Dijak, Petre Arsovski, Tadej Troha, Zoran Ljutkov, Igor Bencina, Selim Sendzul, Almedin Leleta, Hrvoje Keckes, Halid Beslic, Ilina Corevska, Petar Mircevski, Julijana Stefanovska","Croatia, Serbia, United Kingdom, Slovenia, North Macedonia, Bosnia and Herzegovina, Hungary, Austria","Refresh Production, Vertigo, Sektor Film Skopje",1200000.0,
tt0091830,The Green Ray,Le rayon vert,0,1986.0,99.0,"Drama,Romance",7.6,10235,Mild,None,None,Mild,None,"Marie Rivière, María Luisa García, Vincent Gauthier, Amira Chemakhi, Sylvie Richez, Basile Gervaise, Virginie Gervaise, René Hernandez, Dominique Rivière, Claude Jullien, Alaric Jullien, Laetitia Riviere, Isabelle Rivière, Béatrice Romand, Rosette, Marcello Pezzutto, Irène Skobline, Eric Hamm",France,"Ministère de la Culture et de la Communication, P.T.T., Les Films du Losange",,59256.448
tt0044954,The Narrow Margin,The Narrow Margin,0,1952.0,71.0,"Crime,Drama,Film-Noir",7.6,8473,None,Mild,None,Moderate,Mild,"Charles McGraw, Marie Windsor, Jacqueline White, Gordon Gebert, Queenie Leonard, David Clarke, Peter Virgo, Don Beddoe, Paul Maxey, Harry Harvey, Peter Brocco, Ivan Browning, George Chandler, James Conaty, Don Dillaway, Franklyn Farnum, Bess Flowers, Don Haggerty",United States,RKO Radio Pictures,171832.0,
tt0165078,After Life,Wandafuru raifu,0,1998.0,119.0,"Drama,Fantasy",7.6,13405,None,None,Mild,None,None,"Arata Iura, Erika Oda, Susumu Terajima, Takashi Naitô, Kyôko Kagawa, Kei Tani, Taketoshi Naitô, Tôru Yuri, Yûsuke Iseya, Sayaka Yoshino, Kazuko Shirakawa, Kôtarô Shiga, Hisako Hara, Sadao Abe, Natsuo Ishidô, Tomomi Hiraiwa, Tae Kimura, Yasuhiro Kasamatsu",Japan,"Engine Film, Sputnik Productions, TV Man Union",,733014.29
tt0065488,The Boys in the Band,The Boys in the Band,0,1970.0,118.0,Drama,7.6,5785,Mild,Mild,Severe,Mild,None,"Kenneth Nelson, Peter White, Leonard Frey, Frederick Combs, Cliff Gorman, Laurence Luckinbill, Keith Prentice, Reuben Greene, Robert La Tourneaux, Maud Adams, Elaine Kaufman",United States,"Cinema Center Films, Leo Films",1142500.0,2463.23
tt0247613,Peppermint Candy,Bakha satang,0,1999.0,129.0,Drama,7.6,10529,Moderate,Moderate,Moderate,Moderate,Moderate,"Sol Kyung-gu, Kim Yeo-jin, Moon So-ri, Se-beom Park, Jung Suh, Ko Seo-hie, Ji-Yeon Park, Lee Dae-yeon, Kyeong-ik Kim, Woo-hyeok Jeong, Jang-soo Bae, Kim In-kwon, Yeon-su Yu","South Korea, Japan","East Film Company, NHK, Dream Venture Capital",,81514.176
tt0079588,The Muppet Movie,The Muppet Movie,0,1979.0,95.0,"Adventure,Comedy,Family",7.6,38543,None,Mild,None,Mild,Mild,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning, Austin Pendleton, Edgar Bergen, Milton Berle, Mel Brooks, James Coburn, Dom DeLuise, Elliott Gould, Bob Hope, Madeline Kahn, Carol Kane, Cloris Leachman, Steve Martin","United Kingdom, United States","Henson Associates (HA), ITC Films",,60150774.150000006
tt7797658,Awe!,Awe!,0,2018.0,150.0,"Drama,Fantasy,Horror",7.6,5734,None,Mild,Mild,Mild,Mild,"Kajal Aggarwal, Nithya Menen, Srinivas Avasarala, Regina Cassandra, Priyadarshi Pulikonda, Eesha Rebba, Murli Sharma, Rohini, Devadarshini Chetan, Nani, Ravi Teja, C.V.L. Narasimha Rao, Jayasri Rachakonda, N. Balakrishna, Upen Reddy, Kaitlyn D'Mello, El Nitro 56, Raffy Hdz",India,Wall Poster Cinema,,43310.804
tt0112579,The Bridges of Madison County,The Bridges of Madison County,0,1995.0,135.0,"Drama,Romance",7.6,87463,Moderate,None,Mild,Mild,None,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak, Jim Haynie, Sarah Zahn, Christopher Kroon, Phyllis Lyons, Debra Monk, Richard Lage, Michelle Benes, Alison Wiegert, Brandon Bobst, Pearl Faessler, R.E. 'Stick' Faessler, Tania Burt, Billie McNabb, Art Breese",United States,"Warner Bros., Amblin Entertainment, Malpaso Productions",21936000.0,166363187.938
tt2359810,Raanjhanaa,Raanjhanaa,0,2013.0,140.0,"Drama,Romance",7.6,34222,None,Mild,Mild,Mild,Mild,"Dhanush, Sonam Kapoor, Mohd. Zeeshan Ayyub, Swara Bhasker, Abhay Deol, Shilpi Marwaha, Suraj Singh Sinsinwar, Kumud Mishra, Deepika Amin, Nisha Jindal, Vipin Sharma, Naman Jain, Arvind Gaur, Sujata Kumar, Ishwak Singh, Tejpal Singh, Ginny Singh, Saniya Anklesaria",India,"Colour Yellow Pictures, Eros Worldwide",,8925940.286
tt0368619,Brides,Nyfes,0,2004.0,128.0,"Drama,Romance",7.6,4956,Mild,Mild,Mild,Mild,Mild,"Damian Lewis, Victoria Haralabidou, Andréa Ferréol, Evi Saoulidou, Dimitris Katalifos, Eirini Inglesi, Evelina Papoulia, Steven Berkoff, Apostolis Totsikas, Elizaveta Kuznetsova, Eleni Roussinou, Yorgos Makris, Olga Damani, Evangelia Adreadaki, Yannis Totsikas, Stavros Kalaroglou, Giannis Fakis, Kostas Sommer","Greece, United States, France","Cappa Defina Productions, K.G. Productions, Alco Films",,4570465.226
tt0095475,Damnation,Kárhozat,0,1988.0,120.0,"Crime,Drama,Romance",7.6,6635,Moderate,None,Mild,Moderate,None,"Miklós Székely B., Vali Kerekes, Gyula Pauer, György Cserhalmi, Hédi Temessy, Gábor Balogh, János Balogh, Péter Breznyik Berg, Imre Chmelik, Zoltán Csorba, József Dénes, Zoltán Farkas, Gáspár Ferdinándy, Jenõ Gaál, János 'Dixi' Gémes, Károly Hunyadi, Ágnes Kamondy, Sándor Kaszab",Hungary,"Hungarian Film Institute, Hungarian Television, Mokép",,
tt1210166,Moneyball,Moneyball,0,2011.0,133.0,"Biography,Drama,Sport",7.6,455723,None,None,Moderate,Mild,None,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman, Chris Pratt, Stephen Bishop, Reed Diamond, Brent Jennings, Ken Medlock, Tammy Blanchard, Jack McGee, Vyto Ruginis, Nick Searcy, Glenn Morshower, Casey Bond, Nick Porrazzo, Kerris Dorsey, Arliss Howard",United States,"Columbia Pictures, Scott Rudin Productions, Michael De Luca Productions",45700000.0,100728481.424
tt7919680,Karwaan,Karwaan,0,2018.0,114.0,"Adventure,Comedy,Drama",7.6,17346,None,None,Mild,Mild,None,"Irrfan Khan, Dulquer Salmaan, Mithila Palkar, Amala Akkineni, Akash Khurana, Kriti Kharbanda, Donna Munshi, Abir Abrar, Beena Banerjee, Siddharth Menon, Adrika Shetty, Sameer Saxena, Kallirroi Tziafeta, Richard John Lovatt, Nipun Dharmadhikari, Adhaar Khurana, Sarang Sathaye, Shubhrajyoti Barat",India,"Ishka Films,, RSVP, Reverie Entertainment",,490383.85
tt0074811,The Tenant,Le locataire,0,1976.0,126.0,"Drama,Thriller",7.6,46920,Mild,Moderate,Moderate,Moderate,Severe,"Roman Polanski, Isabelle Adjani, Melvyn Douglas, Jo Van Fleet, Bernard Fresson, Lila Kedrova, Claude Dauphin, Claude Piéplu, Rufus, Romain Bouteille, Jacques Monod, Patrice Alexsandre, Jean-Pierre Bagot, Josiane Balasko, Michel Blanc, Florence Blot, Louba Guertchikoff, Jacques Chevalier",France,Marianne Productions,,1759205.962
tt0081070,The Long Good Friday,The Long Good Friday,0,1980.0,114.0,"Crime,Drama,Mystery",7.6,24774,Mild,Severe,Moderate,Moderate,Severe,"Bob Hoskins, Helen Mirren, Paul Freeman, Leo Dolan, Kevin McNally, Patti Love, P.H. Moriarty, Derek Thompson, Bryan Marshall, Ruby Head, Charles Cork, Olivier Pierre, Pierce Brosnan, Daragh O'Malley, Dave King, Karl Howman, Brian Hall, Alan Ford",United Kingdom,"Black Lion Films, Calendar Productions, HandMade Films",,
tt2980794,Highway,Highway,0,2014.0,133.0,"Crime,Drama,Romance",7.6,30151,Mild,Moderate,Mild,None,Moderate,"Alia Bhatt, Randeep Hooda, Durgesh Kumar, Pradeep Nagar, Saharsh Kumar Shukla, Hemant Mathur, Shakeel Khan, Mohit Choudhary, Reuben Israel, Arjun Malhotra, Naina Trivedi, Mohd. Kaif, Samar Mudasir Bakshi, Pinu Verma, Misha Bhalla, Avtar Sahani, Sandeep Leyzell, Mohit Rastogi",India,"Nadiadwala Grandson Entertainment, Window Seat Films",,784927.662
tt0063518,Romeo and Juliet,Romeo and Juliet,0,1968.0,138.0,"Drama,Romance",7.6,34274,Moderate,Mild,None,Mild,Mild,"Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea, Pat Heywood, Robert Stephens, Michael York, Bruce Robinson, Paul Hardwick, Natasha Parry, Antonio Pierfederici, Esmeralda Ruspoli, Roberto Bisacco, Roy Holder, Keith Skinner, Dyson Lovell, Richard Warwick, Roberto Antonelli","United Kingdom, Italy","BHE Films, Verona Produzione, Dino de Laurentiis Cinematografica",776900.0,5750.888
tt0067541,Wake in Fright,Wake in Fright,0,1971.0,109.0,"Drama,Thriller",7.6,13705,Moderate,Severe,Mild,Severe,Severe,"Donald Pleasence, Gary Bond, Chips Rafferty, Sylvia Kay, Jack Thompson, Peter Whittle, Al Thomas, John Meillon, John Armstrong, Slim DeGrey, Maggie Dence, Norman Erskine, Owen Moase, John Dalleen, Buster Fiddess, Tex Foote, Colin Hughes, Jacko Jackson","Australia, United States, United Kingdom","NLT Productions, Group W",,199461.306
tt0078243,The 36th Chamber of Shaolin,Shao Lin san shi liu fang,0,1978.0,116.0,"Action,Adventure,Drama",7.6,17902,None,Moderate,None,None,Moderate,"Chia-Hui Liu, Lieh Lo, Yue Wong, Chia-Yung Liu, Norman Chu, Yung Henry Yu, Hung Wei, Lun Hua, Szu-Chia Chen, John Cheung, Wilson Tong, Hang-Sheng Wu, Hoi-Sang Lee, Kwok-Choi Hon, Tung-Kua Ai, Billy Chan, Lung Chan, Shen Chan",Hong Kong,Shaw Brothers,,
tt21027780,Fallen Leaves,Kuolleet lehdet,0,2023.0,81.0,"Comedy,Drama",7.6,7082,,,,,,"Alma Pöysti, Jussi Vatanen, Alina Tomnikov, Martti Suosalo, Janne Hyytiäinen, Sakari Kuosmanen, Maria Heiskanen, Nuppu Koivu, Sherwan Haji, Eero Ritala, Matti Onnismaa, Paula Oinonen, Mikko Mykkänen, Anna Karjalainen, Simon Al-Bazoon, Lauri Untamo, Mika Nikander, Kaisa Karjalainen","Finland, Germany","Sputnik, Bufo, Pandora Film",,3827288.17
tt6788942,Bad Genius,Chalard games goeng,0,2017.0,130.0,"Comedy,Crime,Drama",7.6,22976,None,Mild,Mild,Mild,Moderate,"Chutimon Chuengcharoensukying, Eisaya Hosuwan, Teeradon Supapunpinyo, Chanon Santinatornkul, Thaneth Warakulnukroh, Sarinrat Thomas, Ego Mikitas, Pasin Kuansataporn, Sahajak Boonthanakit, Kanjana Vinaipanid, Yuthapong Varanukrohchoke, Nopawat Likitwong, Vittawin Veeravidhayanant, Suwijak Mahatthanachotwanich, Narwin Rathlertkarn, Thanawat Sutat Na Ayutthaya, Thanachart Phinyocheep, Pichatorn Santinatornkul",Thailand,"GDH 559, Jorkwang Films",,40728224.794
tt2431286,Philomena,Philomena,0,2013.0,98.0,"Biography,Comedy,Drama",7.6,103173,Mild,None,Mild,None,Mild,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Wunmi Mosaku, Amy McAllister, Charlie Murphy, Cathy Belton, Kate Fleetwood, Charissa Shearer, Nika McGuigan, Rachel Wilcock","United Kingdom, France, United States","The Weinstein Company, Yucaipa Films, Pathé",10968000.0,91518703.008
tt0054698,Breakfast at Tiffany's,Breakfast at Tiffany's,0,1961.0,115.0,"Comedy,Drama,Romance",7.6,189696,Mild,None,None,Moderate,None,"Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen, Martin Balsam, José Luis de Vilallonga, John McGiver, Dorothy Whitney, Stanley Adams, Elvia Allman, Alan Reed, Beverly Powers, Claude Stroud, Orangey, Mickey Rooney, Don Anderson, Al Avalon, Janet Banzet",United States,Jurow-Shepherd,2285000.0,532913.184
tt0012494,Destiny,Der müde Tod,0,1921.0,97.0,"Drama,Fantasy,Horror",7.6,6583,Mild,Mild,None,Mild,Mild,"Bernhard Goetzke, Lil Dagover, Walter Janssen, Hans Sternberg, Karl Rückert, Max Adalbert, Wilhelm Diegelmann, Erich Pabst, Karl Platen, Hermann Picha, Paul Rehkopf, Max Pfeiffer, Georg John, Lydia Potechina, Grete Berger, Eduard von Winterstein, Erika Unruh, Rudolf Klein-Rogge",Germany,Decla-Bioscop AG,,11110.584
tt0096328,U2: Rattle and Hum,U2: Rattle and Hum,0,1988.0,99.0,"Documentary,Music",7.6,6129,None,Mild,Mild,Mild,Mild,"Bono, The Edge, Adam Clayton, Larry Mullen Jr., B.B. King, Phil Joanou, Dennis Bell, Adam Gussow, Jack Hale, Jim Horn, Wayne Jackson, Andrew Love, Sterling Magee, Joey Miskulin, Gayl Murphy, George Pendergrass, Stacey Sheppard, Dorothy Terrell",United States,"Paramount Pictures, Midnight Films",,7861152.222
tt0064861,This Man Must Die,Que la bête meure,0,1969.0,110.0,"Crime,Drama,Thriller",7.6,4799,Mild,Mild,,Mild,Mild,"Michel Duchaussoy, Caroline Cellier, Jean Yanne, Anouk Ferjac, Marc Di Napoli, Louise Chevalier, Guy Marly, Lorraine Rainer, Dominique Zardi, Stéphane Di Napoli, Raymone, Michel Charrel, France Girard, Bernard Papineau, Robert Rondo, Jacques Masson, Georges Charrier, Maurice Pialat","France, Italy","Les Films de la Boétie, Rizzoli Film",,
tt0067959,Walkabout,Walkabout,0,1971.0,100.0,"Adventure,Drama",7.6,26988,Moderate,Moderate,None,Mild,Moderate,"Jenny Agutter, David Gulpilil, Luc Roeg, John Meillon, Robert McDarra, Peter Carver, John Illingsworth, Hilary Bamberger, Barry Donnelly, Noeline Brown, Carlo Manchini, George Roubicek","United Kingdom, Australia","Max L. Raab Productions, Si Litvinoff Film Production",,
tt1440266,Pina,Pina,0,2011.0,103.0,"Documentary,Music",7.6,15730,Mild,None,,Mild,,"Pina Bausch, Regina Advento, Malou Airaudo, Ruth Amarante, Jorge Puerta, Rainer Behr, Andrey Berezin, Damiano Ottavio Bigi, Bénédicte Billiet, Ales Cucek, Clementine Deluy, Josephine Ann Endicott, Lutz Förster, Pablo Aran Gimeno, Mechthild Großmann, Silvia Farias Heredía, Barbara Kaufmann, Na Young Kim","Germany, France, United Kingdom, United States","Neue Road Movies, Eurowide Film Production, Zweites Deutsches Fernsehen (ZDF)",3238460.0,17097149.642
tt0056714,The Tale of Zatoichi,Zatôichi monogatari,0,1962.0,96.0,"Action,Adventure,Drama",7.6,5690,None,Moderate,Mild,Mild,,"Shintarô Katsu, Masayo Banri, Ryûzô Shimada, Hajime Mitamura, Shigeru Amachi, Michirô Minami, Eijirô Yanagi, Toshio Chiba, Manabu Morita, Yoshindo Yamaji, Yôichi Funaki, Eigorô Onoe, Ikuko Môri, Chitose Maki, Kin'ya Ichikawa, Jun Fujikawa, Yukio Horikita, Yûji Hamada",Japan,Daiei,,
tt0370986,Mysterious Skin,Mysterious Skin,0,2004.0,105.0,Drama,7.6,74986,Severe,Severe,Severe,Severe,Severe,"Brady Corbet, Joseph Gordon-Levitt, Elisabeth Shue, Chase Ellison, George Webster, Rachael Nastassja Kraft, Lisa Long, Chris Mulkey, David Lee Smith, Bill Sage, Riley McGuire, Ryan Stenzel, Richard Riehle, Michelle Trachtenberg, Larry Marko, Mary Lynn Rajskub, Clover, Jeffrey Licon","United States, Netherlands","Antidote Films (I), Desperate Pictures, Fortissimo Films",,1401099.848
tt0124207,The Thief,Vor,0,1997.0,96.0,"Crime,Drama",7.6,5548,Moderate,,,,,"Vladimir Mashkov, Yekaterina Rednikova, Mikhail Filipchuk, Dima Chigaryov, Yury Belyayev, Amaliya Mordvinova, Lidiya Savchenko, Anatoliy Koshcheev, Anna Shtukaturova, Ervand Arzumanyan, Natalya Pozdnyakova, Olga Pashkova, Lyudmila Selyanskaya, Galina Petrova, Viktor Bunakov, Yuliya Artamonova, Evgeniy Popov, Natalya Aitova","Russia, France","NTV-Profit, Productions Le Pont, Roissy Films",1828000.0,1029714.228
tt0112913,Fallen Angels,Do lok tin si,0,1995.0,99.0,"Comedy,Crime,Drama",7.6,48570,Moderate,Moderate,Mild,Moderate,Mild,"Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung, Karen Mok, Fai-Hung Chan, Man-Lei Chan, Toru Saito, To-Hoi Kong, Lee-Na Kwan, Yuhao Wu",Hong Kong,"Block 2 Pictures, Chan Ye-Cheng, Jet Tone Production",,229563.896
tt6214084,Something Useful,Ise Yarar Bir Sey,0,2017.0,104.0,Drama,7.6,5515,None,None,None,Moderate,Mild,"Basak Köklükaya, Öykü Karayel, Yigit Özsener, Aysenil Samlioglu, Berfu Öngören, Melih Duzenli, Sedat Kalkavan, Fatih Sevdi, Ibrahim Selim, Süleyman Karaahmet, Aydan Kalinaga, Neslihan Öztürk, Aslihan Kandemir, Ozanay Alpkan, Ersin Duymazlar, Emrah Özertem, Cüneyt Yalaz, Serkan Cetinkaya","Turkey, France, Germany, Netherlands","Sinefilm, Mars Productions, Les Films de l'Après-Midi",,41407.856
tt0988045,Sherlock Holmes,Sherlock Holmes,0,2009.0,128.0,"Action,Adventure,Mystery",7.6,661747,Mild,Moderate,Mild,Mild,Moderate,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Robert Maillet, Geraldine James, Kelly Reilly, William Houston, Hans Matheson, James Fox, William Hope, Clive Russell, Oran Gurel, David Garrick, Ky Discala, Andrew Brooke, Tom Watt","United States, Germany, United Kingdom, Australia","Warner Bros., Village Roadshow Pictures, Silver Pictures",82260000.0,478962212.606
tt0040636,The Naked City,The Naked City,0,1948.0,96.0,"Crime,Drama,Film-Noir",7.6,15180,None,Mild,None,Mild,Mild,"Barry Fitzgerald, Howard Duff, Dorothy Hart, Don Taylor, Frank Conroy, Ted de Corsia, House Jameson, Anne Sargent, Adelaide Klein, Grover Burgess, Tom Pedi, Enid Markey, Mark Hellinger, Jean Adair, Celia Adler, Janie Alexander, Joyce Allen, Beverly Bayne",United States,"Mark Hellinger Productions, Universal International Pictures (UI)",,
tt0040806,The Snake Pit,The Snake Pit,0,1948.0,108.0,"Drama,Mystery",7.6,8294,None,Mild,None,Mild,Moderate,"Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm, Glenn Langan, Helen Craig, Leif Erickson, Beulah Bondi, Lee Patrick, Howard Freeman, Natalie Schafer, Ruth Donnelly, Katherine Locke, Frank Conroy, Minna Gombell, June Storey, Lora Lee Michel, Damian O'Flynn",United States,Twentieth Century Fox,,
tt0015163,The Navigator,The Navigator,0,1924.0,59.0,"Action,Comedy,Romance",7.6,10872,None,None,None,None,None,"Buster Keaton, Kathryn McGuire, Frederick Vroom, Clarence Burton, H.N. Clugston, Noble Johnson",United States,Buster Keaton Productions,201080.0,
tt16227014,Fire of Love,Fire of Love,0,2022.0,98.0,"Biography,Documentary",7.6,13668,None,Mild,None,Mild,Mild,"Katia Krafft, Maurice Krafft, Miranda July, Alka Balbir, Guillaume Tremblay","United States, Canada","Sandbox Films (II), Cottage M, Intuitive Pictures",,1549295.808
tt17679584,The Blue Caftan,Le bleu du caftan,0,2022.0,122.0,"Drama,Romance",7.6,4466,Mild,None,Mild,Moderate,Mild,"Lubna Azabal, Saleh Bakri, Ayoub Missioui, Mounia Lamkimel, Abdelhamid Zoughi, Zakaria Atifi, Fatima Hilal, Mariam Lalouaz, Kholoud El Ouehabi, Amira Tiouli, Hanaa Laidi, Aymane El Oarrari, Ilyass El Ouahdani, Fouzia Ejjawi, Mohamed Naimane, Mohamed Tahri Joutey Hassani, Abdellah Lebkiri, Driss Diouri","France, Morocco, Belgium, Denmark","Les Films du Nouveau Monde, Ali n' Productions, Velvet Films",,2159806.6780000003
tt0814314,Seven Pounds,Seven Pounds,0,2008.0,123.0,"Drama,Mystery,Thriller",7.6,312882,Mild,Mild,Mild,None,Mild,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris, Madison Pettis, Ivan Angulo, Octavia Spencer, Cynthia Rube",United States,"Columbia Pictures, Relativity Media, Overbrook Entertainment",50270000.0,155150521.106
tt0112864,Die Hard with a Vengeance,Die Hard with a Vengeance,0,1995.0,128.0,"Action,Adventure,Thriller",7.6,403904,Mild,Severe,Severe,Mild,Moderate,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman, Anthony Peck, Nick Wyman, Sam Phillips, Kevin Chamberlin, Sharon Washington, Stephen Pearlman, Michael Alexander Jackson, Aldis Hodge, Mischa Hausserman, Edwin Hodge, Robert Sedgwick, Tony Halme",United States,"Cinergi Pictures Entertainment, Twentieth Century Fox",82260000.0,334616922.72400004
tt1606384,My Way,Mai wei,0,2011.0,137.0,"Action,Drama,War",7.6,12463,None,Severe,Mild,Mild,Moderate,"Jang Dong-Gun, Joe Odagiri, Bingbing Fan, Kim In-kwon, Kim Hee-won, Oh Tae-kyung, Kwak Jung-Wook, Shi-hoo Kim, Chun Ho-jin, Hui-Won Yun, Tarô Yamamoto, Manabu Hamada, Shingo Tsurumi, Isao Natsuyagi, Shirô Sano, Kumi Nakamura, Kim Soo-ro, Lee Yeon-hee",South Korea,"Directors, SK Planet, CJ Entertainment",,15221288.032
tt0094947,Dangerous Liaisons,Dangerous Liaisons,0,1988.0,119.0,"Drama,Romance",7.6,74270,Moderate,Mild,Mild,None,Mild,"Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz, Keanu Reeves, Mildred Natwick, Uma Thurman, Peter Capaldi, Joe Sheridan, Valerie Gogan, Laura Benson, Joanna Pavlis, Nicholas Hawtrey, Paulo Abel Do Nascimento, François Lalande, François Montagut, Harry Jones, Christian Erickson","United States, United Kingdom","Lorimar Film Entertainment, NFH Productions, Warner Bros.",12796000.0,31689038.08
tt0040160,The Big Clock,The Big Clock,0,1948.0,95.0,"Crime,Drama,Film-Noir",7.6,9380,None,Mild,None,Moderate,Mild,"Ray Milland, Maureen O'Sullivan, Charles Laughton, George Macready, Rita Johnson, Elsa Lanchester, Harold Vermilyea, Dan Tobin, Harry Morgan, Richard Webb, Elaine Riley, Luis Van Rooten, Lloyd Corrigan, Frank Orth, Margaret Field, Philip Van Zandt, Henri Letondal, Douglas Spencer",United States,Paramount Pictures,,
tt0857191,The Visitor,The Visitor,0,2007.0,104.0,Drama,7.6,44266,None,None,Mild,,,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass, Marian Seldes, Maggie Moore, Michael Cumpsty, Bill McHenry, Richard Kind, Tzahi Moskovitz, Amir Arison, Neal Lerner, Ramon Fernandez, Frank Pando, Waleed Zuaiter, Deborah Rush, Ashley Springer, Laith Nakli",United States,"Groundswell Productions, Next Wednesday Productions, Participant",3656000.0,16632531.452
tt0421082,Control,Control,0,2007.0,122.0,"Biography,Drama,Music",7.6,67980,Mild,Mild,Severe,Moderate,Moderate,"Sam Riley, Samantha Morton, Craig Parkinson, Alexandra Maria Lara, Joe Anderson, James Anthony Pearson, Harry Treadaway, Toby Kebbell, Andrew Sheridan, Robert Shelly, Richard Bremmer, Tanya Myers, Martha Myers Lowe, Matthew McNulty, David Whittington, Margaret Jackman, Mary Jo Randle, Ben Naylor","United Kingdom, United States, Australia, Japan, France","Becker Films, CINV, Claraflora",4500000.0,7457790.312
tt0040338,The Fallen Idol,The Fallen Idol,0,1948.0,95.0,"Drama,Film-Noir,Mystery",7.6,9479,None,Mild,None,None,Mild,"Ralph Richardson, Michèle Morgan, Sonia Dresdel, Bobby Henrey, Denis O'Dea, Jack Hawkins, Walter Fitzgerald, Dandy Nichols, Joan Young, Karel Stepanek, Gerard Heinz, Torin Thatcher, James Hayter, Geoffrey Keen, Bernard Lee, John Ruddock, Hay Petrie, Dora Bryan",United Kingdom,London Film Productions,,341091.09
tt0475276,United 93,United 93,0,2006.0,111.0,"Action,Drama,History",7.6,110166,None,Severe,Moderate,None,Severe,"David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson, Gary Commock, Polly Adams, Opal Alladin, Starla Benford, Trish Gates, Nancy McDoniel, Richard Bekins, Susan Blommaert, Ray Charleson, Christian Clemenson, Lorna Dallas, Denny Dillon, Trieste Kelly Dunn, Kate Jennings Grant","United States, United Kingdom, France","Universal Pictures, StudioCanal, Sidney Kimmel Entertainment",13710000.0,70104402.326
tt0063374,The Odd Couple,The Odd Couple,0,1968.0,105.0,Comedy,7.6,36985,None,None,Mild,Mild,None,"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman, David Sheiner, Larry Haines, Monica Evans, Carole Shelley, Iris Adrian, Matty Alou, Bill Baldwin, Al Barlick, John C. Becher, Ted Beniades, Billie Bird, Patricia D. Bohannon, Ken Boyer, Heywood Hale Broun",United States,Paramount Pictures,1096800.0,40697891.876
tt13162144,Kaanekkaane,Kaanekkaane,0,2021.0,120.0,"Drama,Thriller",7.6,4087,None,,,,,"Suraj Venjaramoodu, Tovino Thomas, Aishwarya Lekshmi, Shruti Ramachandran, Prem Prakash, Rony David, Abhiram Radhakrishnan, Binu Pappu, Dhanya Mary Varghese, Sruthy Jayan, Sasikala Nedungadi, Sreeja Das, Thomas G. Kannampuzha",India,DreamKatcher,,
